"すずき,鈴木","かまだ,鎌田","たかとり,高取","くましろ,神代","ひろいけ,広池","なかつぼ,中坪","やまかど,山門","のぶとう,延藤","くつな,沓名","ふじさか,藤坂","うたまる,歌丸","こはなわ,小華和","でざわ,出沢","まつかた,松形","あつぼ,厚母","いむら,猪村","おかだや,岡田屋","かねま,兼間","くさかみ,草上","これむら,是村","しなと,階戸","そたに,祖谷","ちばた,千畑","なおばやし,直林","はさだ,羽佐田","ふじわ,藤輪","みさご,三砂","やずみ,矢住"
"つじもと,辻本","たやま,田山","おりい,折井","すげの,菅野","あんねん,安念","すずかわ,鈴川","さぎさか,匂坂","うけがわ,請川","つのお,角尾","あらしの,嵐野","かわらい,河原井","たいご,太期","はらじま,原島","わたなべ,わたなべ","いずもと,出元","えばら,潁原","かげむら,影村","きしろ,木城","こうのもり,鴻森","さわはし,沢橋","すけがわ,介川","たにしま,谷嶋","とくたに,徳谷","にしでら,西寺","ひとなま,人生","まさもと,正本","むろさと,室里","らぽると,ラポルト"
"はまの,浜野","ちはら,千原","かいほ,海保","せきはら,関原","あんの,安野","すとう,首藤","さくもと,佐久本","うしこし,牛越","つのおか,角岡","あらしろ,新城","かわらざき,川原崎","たいなか,鯛中","はらたけ,原武","わたもと,綿本","いずもと,出本","えひら,江平","かげもと,影本","きしわだ,岸和田","こうのや,幸野谷","さわびらき,沢開","すけした,祐下","たにじ,谷地","とくだ,徳大寺","にしとう,西頭","ひとふし,一節","まさもり,政森","むろざき,室崎","らんぐ,覧具"
"みさわ,三沢","つかごし,塚越","かく,賀来","せぎ,瀬木","あんぼ,安保","すなもと,砂本","さくらおか,桜岡","うしろ,右城","つのやま,角山","あらた,新","かわらたに,瓦谷","たいのしょう,田結庄","はらどめ,原留","わたもり,綿森","いずもり,何森","えび,蝦","かげやす,景安","きしんど,岸人","こうはた,河端","さわぶ,沢武","すけだ,助田","たにた,谷多","とくとめ,徳留","にしとば,西鳥羽","ひとも,日友","まさもり,正森","むろしげ,室重","らんしょう,濫觴"
"よしなが,吉永","つじた,辻田","かしわむら,柏村","せじま,瀬島","いいたか,飯高","すはら,数原","さくらばやし,桜林","うしろ,宇城","つはら,津原","あらたけ,荒竹","かわらばた,河原畑","たいへい,太平","はらふじ,服藤","わだ,輪田","いずもり,泉森","えびい,海老井","かこい,囲","きじ,喜治","こうはむら,香葉村","さわま,沢間","すけだ,祐田","たにち,谷地","とくなか,徳中","にしとみ,西富","ひとり,人里","まさや,柾谷","むろしま,室島","らんしょうてい,蘭省亭"
"いいの,飯野","つる,鶴","かじ,加治","その,曽野","いいだか,飯高","すみ,須見","さこ,左古","うしろく,後宮","つばきもと,椿本","あらたに,新谷","かわわ,河和","たいほう,大鵬","はらみいし,孕石","わだち,和達","いずりまち,出町","えびい,胡井","かこい,栫","きじ,雉","こうはら,甲原","さわむかい,沢向","すけなり,祐成","たになが,谷長","とくね,徳根","にしどう,西堂","ひな,日南","まさやま,正山","むろその,室園","らんてい,蘭亭"
"かじわら,梶原","ときわ,常盤","かじ,鍛冶","たか,高","いいよし,飯吉","すみおか,住岡","さこんじ,左近司","うじたに,宇治谷","つばはら,椿原","あらち,荒地","かん,漢","たいらく,大楽","はらもと,原本","わにぶち,鰐渕","いせ,伊世","えびいけ,海老池","かこがわ,水主川","きじま,杵島","こうばい,紅梅","さわら,早良","すけの,祐野","たにひら,谷平","とくのう,徳納","にしどめ,西留","ひなが,日永","まざね,真実","むろたに,ムロタニ","り,利"
"かめだ,亀田","とよおか,豊岡","かじま,鹿島","たかいち,高市","いえもと,家本","すみたに,住谷","ささせ,笹瀬","うじの,氏野","つぼ,坪","あらにし,荒西","かん,管","たいらだて,平館","はり,播","わのうち,和野内","いせい,伊勢井","えびえ,海老江","かご,カゴ","きじむた,雉子牟田","こうばた,古畑","さわらぎ,沢良木","すけのぶ,資延","たにぶち,谷渕","とくはし,徳橋","にしな,西名","ひなこ,日名子","ましお,真尾","むろだて,室館","りゅう,流"
"どい,土居","ながや,長屋","かただ,堅田","たかたに,高谷","いくら,伊倉","すみたに,炭谷","ささの,佐々野","うすき,宇宿","つみた,積田","あらの,荒野","かんいん,閑院","たえなか,妙中","はりた,針田","わらがい,藁谷","いせい,井清","えびき,恵比木","かごお,篭尾","きすみ,木須見","こうふ,河府","さわらび,早蕨","すけひろ,助広","たにべ,谷辺","とくはた,徳畑","にしなかがわ,西中川","ひなせ,日生","ましお,増尾","むろなが,室永","りゅうえん,竜円"
"くの,久野","にいくら,新倉","かつまた,勝俣","たから,高良","いぐさ,井草","すめらぎ,皇","ささぶち,笹淵","うすぎ,薄衣","つむら,都村","あらほり,荒堀","かんお,神尾","たおもと,田尾本","はりはら,針原","わりいし,割石","いせき,伊勢亀","えびさか,海老坂","かごしま,鹿子島","きず,吉津","こうふく,幸福","さわわき,沢脇","すけむね,資宗","たにみず,谷水","とくはら,徳原","にしぬま,西沼","ひなた,陽","ました,益田","むろのその,室之園","りゅうかわ,龍川"
"ほさか,保坂","にいじま,新島","かつむら,勝村","たからだ,宝田","いけした,池下","ずし,図子","さざわ,佐沢","うずか,兎束","つむらや,円谷","あらまき,新牧","かんがわ,寒川","たかいえ,高家","はる,春","あい,あい","いせた,伊勢田","えびざわ,海老沢","かごしま,鹿児嶋","きずがわ,木津川","こうべ,兄部","さん,惨","すけむね,祐宗","たにみち,谷道","とくひら,得平","にしね,西根","ひなたやま,日向山","ましば,ましば","むろばやし,室林","りゅうけ,龍家"
"まつき,松木","にいみ,新美","かなたに,金谷","たきた,田北","いさやま,伊佐山","せお,妹尾","さそう,佐宗","うたしろ,歌代","つや,津屋","あらまた,荒俣","かんぎゅう,簡牛","たかいけ,高池","はるか,遥","あい,会","いせたに,伊勢谷","えびしま,海老島","かごしま,篭島","きずき,木築","こうべ,康辺","さんいんぼう,山陰房","すけやす,助安","たにみや,谷宮","とくひら,徳平","にしの,西埜","ひなだ,日南田","ましば,間柴","むろぶし,室伏","りゅうこ,竜虎"
"あさかわ,浅川","のと,能登","かねだ,兼田","たくさり,田鎖","いさやま,諌山","せき,赤","さだおか,定岡","うたはし,歌橋","つり,釣","あらまつ,荒松","かんごおり,神郡","たかいずみ,高泉","はるな,榛名","あい,相","いせち,伊瀬知","えびす,蛭子","かごせ,篭瀬","きずみ,木住","こうべ,高部","さんおうどう,山王堂","すけやす,祐安","たね,多禰","とくぶち,徳淵","にしのはら,西ノ原","ひなもと,雛元","ましば,真柴","むろまつ,室松","りゅうこうじ,竜光寺"
"いで,井手","はらしま,原島","かねまる,金丸","たくら,田倉","いしい,石居","せきば,関場","さだかた,貞方","うだ,右田","つりたに,釣谷","あらや,荒屋","かんさく,神作","たかえ,高江","はるなが,春永","あいいそ,相磯","いせのはま,伊勢の浜","えびすあき,胡明","かごの,加護野","きずれがわ,喜連川","こうべ,神戸","さんか,三箇","すけやす,祐保","たねいけ,種池","とくまき,徳巻","にしのみや,西ノ宮","ひぬま,肥沼","ましま,間島","むろもと,室本","りゅうこうでん,龍康殿"
"きた,北","ひだ,肥田","からさわ,柄沢","たけがみ,竹上","いしずき,石附","せじも,瀬下","さだまつ,貞松","うちいけ,内池","つるい,敦井","あらやま,荒山","かんじゃ,神社","たかおか,高丘","はるの,晴乃","あいえ,相江","いそう,異相","えびすい,戎居","かごもと,籠本","きせ,貴瀬","こうほうどう,弘法堂","さんかい,山海","すげかわ,菅川","たねおか,種岡","とくまさ,徳政","にしのみや,西野宮","ひの,肥野","ましま,間嶋","むろやま,むろやま","りゅうさわ,竜沢"
"さわい,沢井","ふくま,福間","かわぎし,川岸","たけたに,武谷","いしもと,石元","せとやま,瀬戸山","さだむね,定宗","うちがき,内垣","つるた,弦田","あらん,亜蘭","かんだばし,神田橋","たかかど,高門","はるやま,晴山","あいか,秋鹿","いそおか,磯岡","えびすだ,胡田","かごやま,篭山","きせ,吉瀬","こうぼ,幸保","さんかいの,山海野","すげだ,菅田","たねぐ,種具","とくます,徳桝","にしのりゅう,西乃龍","ひのお,日野尾","ましま,馬島","むん,文","りゅうざき,竜"
"そね,曽根","ふなばし,船橋","かわもと,川元","たけち,武知","いせざき,伊勢崎","せんば,千羽","さだむら,定村","うちき,内木","つるふじ,鶴藤","ありお,有尾","かんとう,関東","たかがみ,高神","はんがい,榛谷","あいかみ,相神","いそかぜ,磯風","えびた,海老田","かさお,笠尾","きせ,木勢","こうぼう,弘法","さんかわ,寒川","すげのや,菅屋","たねざわ,種沢","とくまつ,徳末","にしは,西羽","ひのかわ,火ノ川","ましみず,真清水","めい,芽","りゅうざき,龍崎"
"まなべ,真鍋","ませ,間瀬","かわら,河原","たけひさ,竹久","いそかわ,磯川","そた,曽田","さだもり,定森","うちさか,内坂","つるま,鶴間","ありかわ,蟻川","かんなみ,神波","たかぎり,高桐","はんば,半場","あいかわ,あいかわ","いそがい,五十貝","えびたに,海老谷","かさがみ,笠神","きせき,幾石","こうぼうやま,高望山","さんかわ,三川","すこ,須古","たねはし,種橋","とくみず,徳水","にしはちじょう,西八条","ひのき,桧木","まじょ,真如","めい,明","りゅうざんじ,流山児"
"あかぎ,赤木","みどりかわ,緑川","きたざと,北里","たけみや,武宮","いちせ,一瀬","そねはら,曽根原","さとう,さとう","うちざき,内崎","つるもと,鶴本","ありが,在賀","かんなん,河南","たかさく,高作","はんま,半間","あいかわ,哀川","いそがや,磯ケ谷","えびつぼ,海老坪","かさがわ,笠川","きそ,喜曽","こうまえ,神前","さんが,三賀","すこう,須甲","たねふさ,種房","とくみね,徳峰","にしば,西場","ひのくま,日隈","まじた,交田","めいお,命尾","りゅうしょう,龍勝"
"あかし,明石","みやおか,宮岡","きたずめ,北爪","たて,館","いちたに,一谷","その,薗","さとり,佐鳥","うちじま,内島","てしがわら,勅使川原","ありさか,蟻坂","かんの,菅能","たかした,高下","ばとう,馬頭","あいかわ,鮎川","いそがわ,礒川","えびはら,えびはら","かさき,加崎","きそ,喜早","こうまる,幸丸","さんがい,三階","すごう,周郷","たねべ,種部","とくめ,戸久目","にしばら,西原","ひのくま,桧前","まじま,向島","めいおう,冥王","りゅうじん,龍神"
"おばら,小原","むこうやま,向山","きねや,稀音家","たなかまる,田中丸","いちまる,市丸","そのべ,薗部","さなえ,早苗","うちだ,内多","てしま,手嶋","ありさと,在里","かんば,神庭","たかじょう,高城","ばらだ,茨田","あいかわ,合川","いそぎみ,五十君","えぶくろ,江袋","かさき,笠置","きそう,喜早","こうまる,香丸","さんぐう,三宮","すさき,洲崎","たねもと,種元","とくも,徳毛","にしひらき,西開","ひのけ,樋ケ","まじま,満嶌","めいきょう,名鏡","りゅうすけ,竜介"
"きた,喜多","むろた,室田","きの,木野","たにはら,谷原","いで,出","そや,征矢","さなぎ,佐薙","うちだて,内舘","てしま,豊嶋","ありずみ,有住","かんばら,鎌原","たかす,高洲","ばん,播","あいかわ,相河","いそくら,磯倉","えぼした,烏帽子田","かさき,笠木","きそやま,木曽山","こうまる,高丸","さんげん,三軒","すさみ,周参見","たねやま,種山","とくもと,得本","にしひろ,西広","ひのした,樋下","ますい,舛井","めいざん,明山","りゅうせん,流泉"
"なかざと,中里","やまのうち,山之内","きよせ,清瀬","だいどうじ,大道寺","いとかず,糸数","そやま,曽山","さわしま,沢島","うなやま,宇南山","てつか,手塚","ありぞの,有薗","がうん,臥雲","たかす,高巣","ばん,番","あいがい,愛貝","いそさか,伊早坂","えぼしだ,烏帽子田","かさき,香咲","きた,紀太","こうみ,小海","さんこう,三光","すさみ,須佐美","たの,太野","とくや,徳矢","にしふじ,西藤","ひのたに,日野谷","ますい,摩寿意","めいり,明利","りゅうた,竜田"
"なみき,並木","あゆかわ,鮎川","きんげんてい,金原亭","だんじょう,檀上","いなざわ,稲沢","そわ,曽和","さわた,沢田","うね,宇根","てらいし,寺石","ありたか,有高","がくてい,岳亭","たかす,多賀須","ばんさい,坂西","あいがさ,相笠","いそざき,五十崎","えま,衣麻","かさぎ,傘木","きた,木多","こうみょう,光明","さんさんてい,山々亭","すしもと,鮓本","たの,田埜","とくら,徳蔵","にしぶ,西部","ひのたに,桧谷","ますい,桝居","めかた,目賀田","りゅうたんじ,龍胆寺"
"はが,芳賀","いが,伊賀","くまさか,熊坂","ちょん,鄭","いなば,稲場","たかおり,高折","さわたり,沢渡","うのき,宇野木","てらうら,寺浦","ありちか,有近","がじゃ,我謝","たかせ,高世","ばんしょう,番匠","あいきょう,相京","いそざわ,五十沢","えま,英真","かさぎやま,笠置山","きた,木田","こうみょうじ,光妙寺","さんしょうてい,山松亭","すじの,筋野","たのい,田ノ井","とくらく,徳楽","にしべっぷ,西別府","ひのつき,日野月","ますい,枡居","めかた,目方","りゅうち,龍池"
